Thread No,Title,Category
1539,Alto 2008 making humming noise in 3rd gear,Suzuki
1540,Accidentally fitted car battery backwards (wrong terminals),Honda
1541,Civic interior door handles,Honda
1542,Owner Manual Required for Civic 8th Gen PKDM,Honda
1543,Honda city 2005 battery sign,Honda
1544,Civic turbo 1.5 cvt 2016-2017 fuel issue,Honda
1545,Road trip from London to Palestine and Makkah,Travel N Tours
1546,One day trip to Sharan Forest and Manshi Top,Travel N Tours
1547,"Advice/Review Required :: Trip to Shogran, Sharan, Naran, Babusar Top",Travel N Tours
1548,Tour Plan suggestion needed,Travel N Tours
1549,Islamabad to sharan forest,Travel N Tours
1550,FAW V2 Owner’s Review,Other Car Automakers
1551,FJ40/BJ40 original emblems,4X4 and Off-Road Vehicles
1552,Initial thoughts on buying an SUV,4X4 and Off-Road Vehicles
1553,BF Goodrich KO2 on LC200,4X4 and Off-Road Vehicles
1554,Ignition pump woes hdj81 80 series TLC,4X4 and Off-Road Vehicles
1555,Land Cruiser Prado 70 series restomod,4X4 and Off-Road Vehicles
1556,Pajero 1988 sunroof,4X4 and Off-Road Vehicles
1557,Buying Decision Prince Pearl or United Bravo,Other Car Automakers
1558,Work in progress SQish Build,Technical Forums
1559,Used DSP required (budget),Technical Forums
1560,Grande 2018 LCD Touch screen not working,Technical Forums
1561,Suggestion and Recommendations for Best Sound System,Technical Forums
1562,In dire need of advice and guidance regarding my Sound System 🙂,Technical Forums
1563,Need help with audio setup,Technical Forums
1564,The Mazda RX 8 Fan Club (Rotary God),Other Car Automakers
1565,You Can Expect These New Cars in 2023,General Car Discussion
1566,Petrol Prices in Pakistan Likely to Remain High,General Car Discussion
1567,Bike Production Slumps for First Time Since 2000,General Car Discussion
1568,Should i buy Suzuki liana and sell my Mehran?,Suzuki
1569,Concerns about Car smart card,Suzuki
1570,Paksuzuki Alto Modification,Suzuki
1571,Jerking,Suzuki
1572,How can I protect my car from sunlight?,General Car Discussion
1573,Yaris 1.5 2022/23 vs Crolla Grande 2019/20,Toyota
1574,Toyota hilux climate stuck,Toyota
1575,Eco mode,Toyota
1576,Land Cruiser 80 Series Chassis,Toyota
1577,Engine Oil For japanese alto 660cc 2019 model,Other Car Automakers
1578,Suzuki Alto AGS available on immediate delivery or waiting?,Suzuki
1579,Water reducing but leakage not identified,Suzuki
1580,Cultus 2009 EFI Engine gave 11KM/L mileage (in city),Suzuki
1581,Islamabad Excise duplicate smart card procedure,Suzuki
1582,Payment rejected by Pak Suzuki,Suzuki
1583,Nissan Dayz Highway Star CVT Oil,Other Car Automakers
1584,“I have Modified Over 90% of DarkFear” - Owner Review,General Car Discussion
1585,Candy Red Reborn With Lambo Doors - Owner Review,General Car Discussion
1586,Import of Luxury Vehicles Amid Economic Fuss – The Worst Episode,General Car Discussion
1587,Request for Participation in Research Study on Electric Vehicles,General Car Discussion
1588,"Pak Suzuki Increase Bike Prices Up to Rs. 20,000",General Car Discussion
1589,Purchasing a Mini Pajero (1100CC) for in city driving,Other Car Automakers
1590,Which sedan to Purchase,Honda
1591,Hrv or sportage?,Honda
1592,Best ecu for jdm d15b single vtec,Honda
1593,How long does clutch lasts,Honda
1594,موٹروے واش روم ریٹس میں 50 فیصد اضافہ – رپورٹ,General Car Discussion
1595,الیکٹرک گاڑیوں کی سستی بیٹریز مارکیٹ میں کب آئیں گی؟,General Car Discussion
1596,How to Get Driving License via DLIMS Punjab,General Car Discussion
1597,New 5th Gen Toyota Prius Is Open for Sale in Japan,General Car Discussion
1598,Suzuki Alto 2007 Japanese vs Honda City/Civic 2007-2010,General Car Discussion
1599,Insurance and Tracker suggestions for Alto,General Car Discussion
1600,Broken taillight,General Car Discussion
1601,Is Honda Planning to Launch Electric Car in Pakistan?,General Car Discussion
1602,سال 2022 میں ہیونڈائی گاڑیوں کی سیل میں 50 فیصد اضافہ ہوا,General Car Discussion
1603,Overhaul or Change the Engine of Lancer 1986,Other Car Automakers
1604,"MG5 Sedan, Owners/ Fanclub Discussion Thread",Other Car Automakers
1605,Recommended Transmission fluid for Nissan wingroad,Other Car Automakers
1606,Pugeot 2008 3D i-cockpit unit original,Other Car Automakers
1607,Santro. The lowest fuel consumption car in Pak?,Other Car Automakers
1608,Best fuel average cars in pakistan,General Car Discussion
1609,Passo hanna 2012 - car vibrating and stalls in drive when braking,General Car Discussion
1610,Car inspection Service should be designed primarily for the convenience of the Buyer,General Car Discussion
1611,4x4 Recommendation Needed,General Car Discussion
1612,مقامی سطح پر تیار کردہ MG HS Essence کی آفیشل قیمت,General Car Discussion
1613,Hello world,
1614,Owning a Porsche in Pakistan,General Car Discussion
1615,Best paint shop lahore,General Car Discussion
1616,Spark plug Condition,General Car Discussion
1617,Where can I find this type of jack in RWP?,General Car Discussion
1618,2022 – پاکستانی آٹو انڈسٹری کیلئے ایک یادگار سال,General Car Discussion
1619,My first personal car - Chevrolet Exclusive LS,Other Car Automakers
1620,Chevrolet Exclusive and Joy Maintenance and Manual,Other Car Automakers
1621,Suzuki Baleno registration issues,Suzuki
1622,Japanese cultus,Suzuki
1623,Stearing is hard after axel boot change,Honda
1624,Honda city 1998 suspension,Honda
1625,Will Honda City Prices Drop?,Honda
1626,Need to discuss the detail for an inspection report for errors,Honda
1627,Kindly help me buy my first car I don’t know anything about cars,Honda
1628,Nissan Dayz performance decreased,Other Car Automakers
1629,FAW V2 not Starting probably due to Immobilizer,Other Car Automakers
1630,Fuel Pump Failure,Suzuki
1631,Alto 2004,Suzuki
1632,Convert 5th generation Alto VXR manual to automatic,Suzuki
1633,Rims for Suzuki Alto VXR (1000CC),Suzuki
1634,Low Fuel Average,Suzuki
1635,TOYOTA AQUA : My Car is stolen,General Car Discussion
1636,New owner is not transferring ownership of car,General Car Discussion
1637,Snatched/Stolen,General Car Discussion
1638,Blue Toyota Corolla stolen apx 812,General Car Discussion
1639,Car financing companies (fake or real )?,General Car Discussion
1640,Engine Oil Capacity for Nissan Bluebird Sylphy 2006,Other Car Automakers
1641,Which brand of GEAR OIL is best for Nissan Dayz Highway Star?,Other Car Automakers
1642,Looking For comfortable Car,Other Car Automakers
1643,Honda City maintenance and fuel economy,Honda
1644,Steermatic 2006 jerking while accelerating,Honda
1645,Honda city fifth generation 2012 model catalytic converter wash treatment,Honda
1646,Post Closed,Other Car Automakers
1647,Nissan Sunny 1989 Model E10 Engine Swap,Other Car Automakers
1648,Brake issue Mehran 2011,Suzuki
1649,Mehran temperature needle,Suzuki
1650,Best Mechanic in Rawalpindi Islamabad?,Suzuki
1651,I want Ac guide with heater and best shop in Rawalpinid ac installation,Suzuki
1652,Mitsubishi 4B10 Timing marks,Other Car Automakers
1653,Alternator changed recently now my car gets heat up,Other Car Automakers
1654,I have Chevrolet joy. Problem is during driving in 2nd gear suddenly rpm get up,Other Car Automakers
1655,Mehran EFI engine in Alto 2000-2012?,Suzuki
1656,JDM Alto 2015 have gear lever shifting problem,Suzuki
1657,Pajero gdi engine swap,Other Car Automakers
1658,About Baic seddan car D20 1.3 info?,Other Car Automakers
1659,Nd3t-w56 software toyota lcd required,Toyota
1660,Egr sensor issue(p0401) in vitz 2007 1500c rs,Toyota
1661,Mitsubishi Mirage misfire at Cold Start,Other Car Automakers
1662,Daihatsu move gear problem,Other Car Automakers
1663,Aoa pakwheelers nissan dayz 2015,Other Car Automakers
1664,125 Engine Change,Bike Forums
1665,Back pain patient but want a bike what to do?,Bike Forums
1666,CD 70 Smoke from Magnet Side Cover,Bike Forums
1667,Best and Reliable Place to Buy Aftermarket LED Lights for Yamaha YBRG in Rawalpindi,Bike Forums
1668,Metro T9 EV bike,Bike Forums
1669,How can I purchase new derbi bike 2023,Bike Forums
1670,Mitsubishi lancer engine swap from 1.6 to 1.3,Other Car Automakers
1671,Honda civic 8th Generation Reborn Transmission issue,Honda
1672,Hard to push accelerator/gas pedal,Honda
1673,How much time or minutes need to wait to make engine hot before to drive the honda city 1.3?,Honda
1674,Civic 9th Gen ATF / Vibration,Honda
1675,Civic 1988 manual problemshonda,Honda
1676,Faw Carrier (Loader) Fuel averge Issue 5 - 6 km / ltr,Other Car Automakers
1677,Cars bought from Finance companies other than Banks,General Car Discussion
1678,Toyota vitz engine overhaul in karachi,General Car Discussion
1679,Prices will decrease after recent changes,General Car Discussion
1680,Buying Leased Cars,General Car Discussion
1681,Problem with Honda BRV Door Lock,Honda
1682,Are there any drawbacks for Auto to Manual Transmission Swap for Pajero Mni?,Other Car Automakers
1683,Chevrolet Mechanics & Parts - RWP/ISB,Other Car Automakers
1684,Santro Mechanic in Peshawar,Other Car Automakers
1685,Pakwheels sell it for me service,Honda
1686,Seeking Advice for Optimal Performance Honda City 2005 IDSI,Honda
1687,Honda Accord CL7 Throttle Position Sensor TPS low,Honda
1688,Honda City 1.3 ivtec Wheel Bearing,Honda
1689,"GS 150 new wiring, where to get from? Lahore",Bike Forums
1690,CB125F Hard Start,Bike Forums
1691,Automatic clutch less bikes in Pakistan?,Bike Forums
1692,Looking for vfr 400,Bike Forums
1693,Clicking noise on accelerating,General Car Discussion
1694,Toyota corolla 1.6 altis 2021 vs honda city aspire 2022,General Car Discussion
1695,"How and where can I give my car on rent, what’s the rate now in 2023?",General Car Discussion
1696,سیاسی ریلی کے دوران اسلام آباد پولیس نے ٹریفک الرٹ جاری کر دیا,General Car Discussion
1697,Cars At Center Of Shakira-Pique Breakup Feud,General Car Discussion
1698,Which option to go,Other Car Automakers
1699,Toyota Passo ‘13 Engine oil consumption issue,Technical Forums
1700,4wd 2007 model Japanese axio 1.5 x,Technical Forums
1701,Work shop,Technical Forums
1702,Need recommendation for a mechanic/shop to fix noisy suspension,Technical Forums
1703,Nissan GA15DE ECU Wiring Help,Other Car Automakers
1704,"Dear all, I am looking to purchase a Chevrolet sparks LS 2009",Other Car Automakers
1705,Chirpy squeak sound from passenger side,Toyota
1706,Please share good mechanic/electrician/workshop for Prius in Lahore,Toyota
1707,Prius 1.5 2nd gen 2011 vs city 1.5 ivtec 2018,Toyota
1708,Brake depressing noise,Toyota
1709,Honda City transfer cost Karachi,Honda
1710,Isue with my Nissan BlueBird Sylphy 2007,Other Car Automakers
1711,Nissan Bluebird Sylphy Fan club,Other Car Automakers
1712,"Any good, honest mechanics for mercedes w123 in Islamabad?",Other Car Automakers
1713,Nissan Sunny B12 Restoration & Modification,Other Car Automakers
1714,BMW Kabali Parts Leads,Other Car Automakers
1715,Any experienced EFI specialist or mechanic in Islamabad / Rawalpindi?,Other Car Automakers
1716,Where to find spare parts for FAW V2?,Other Car Automakers
1717,“Hyundai Sonata Is Most Beautiful looking Locally Assembled Car” - Irfan Junejo,General Car Discussion
1718,Haval H6 HEV vs. Kia Sorento - A Comparison,General Car Discussion
1719,حکومت کا 175000 الیکٹرک بائکس بنانے کا منصوبہ,General Car Discussion
1720,Honest/Expert Mechanic for Nissan Moco in ISB / RWP?,Other Car Automakers
1721,Santro plus giving small jerks in 2nd gear plus no pick with AC on,Other Car Automakers
1722,Looking for a Daihatsu Copen,"Buy, Sell & Exchange"
1723,Pioneer headunit for sale avh x8550bt,"Buy, Sell & Exchange"
1724,WTB 0g ofc wire,"Buy, Sell & Exchange"
1725,Japanese Enkei Rims for Sale (Reasonable Price),"Buy, Sell & Exchange"
1726,Does 2006Model cultus has book,General Car Discussion
1727,2015 Corolla 1.3 auto shifting check light,Toyota
1728,Altis 1.6 Manual Transmission vs 2.0d Diesel,Toyota
1729,Corolla 9th Altis MAF Sensor and Injectors,Toyota
1730,Toyota corolla 2013 1.3 manual pick problem,Toyota
1731,Lahore Driving Tickets for 2022 to Expire on Dec 31,General Car Discussion
1732,Redesigned 11th Gen Honda Accord 2023 Unveiled,General Car Discussion
1733,پیٹرول کی قیمت میں 10 روپے فی لیٹر کمی کا اعلان,General Car Discussion
1734,Glory 580 Pro & Prince Pearl Prices Increased,General Car Discussion
1735,Sony & Honda’s Joint EV Prototype Revealed at CES 2023,General Car Discussion
1736,Non-Realistic Prices of cars,General Car Discussion
1737,Renting Car To a Company,General Car Discussion
1738,Why is getting car serviced so difficult in Pakistan?,General Car Discussion
1739,Toyota To Produce Hydrogen Powered Hilux,General Car Discussion
1740,Teaser of 5th Gen Toyota Prius Released,General Car Discussion
1741,E60 530i RPM Fluctuation issue,Other Car Automakers
1742,Faw v2 AC Issue,Other Car Automakers
1743,Vitz 2018 fuel average,Toyota
1744,LC 80 series( 95+) or LC 105 For A Complete Rebuild?,Toyota
1745,Cruise control,Toyota
1746,Toyota Gli 2016 Vs Toyota Vitz 2016,Toyota
1747,Toyota 2C engine Cold Start Device (CSD),Toyota
1748,Nissan Wingroad RPM issue after the tunning,Other Car Automakers
1749,D gear delaying when shifted from any gear,Other Car Automakers
1750,تھائی لیںڈ میں الیکٹرک ہائی لکس کا ماڈل سامنے آ گیا,General Car Discussion
1751,Revo Rocco Gone Soft For Better Or For Worse? - Expert Review,General Car Discussion
1752,Toyota Upgrades Old Models To Go Green,General Car Discussion
1753,Engine Oil Capacity for Mitsubishi Lancer 1.3 GLX 2006,Other Car Automakers
1754,Fuel average of Faw v2,Other Car Automakers
1755,2022 Jeep Grand Cherokee launched in India,General Car Discussion
1756,Suggest a car under 35 lakhs,General Car Discussion
1757,"Best car service (plug cleaning, catalytic converter, oil change etc in Karachi",General Car Discussion
1758,Display with dashes in Toyota Yaris instrument cluster,General Car Discussion
1759,Mitsubishi Pajero Diesel Engine SUV,Other Car Automakers
1760,Nissan Juke Owners Please advise on this,Other Car Automakers
1761,Mercedes SL500 Or 500 SL,Other Car Automakers
1762,What is Fuel mileage and how to assess it properly,Toyota
1763,Car engine rebuild or replace-rain hit car engine,Toyota
1764,Need Opinion to Buy Prince Pearl. I need to buy a car in the range of 10-12 Lac. Please suggest for Prince Pearl,Other Car Automakers
1765,Mitsubishi lancer fuel economy problem,Other Car Automakers
1766,Nissan Sunyy EX Saloon 1989,Other Car Automakers
1767,Is Nissan Note E-Power worth a shift for a first time Hybrid buyer?,Other Car Automakers
1768,Nissan Moco - Maintanence Advice,Other Car Automakers
1769,Nissan dayz 4wd 2014-18,Other Car Automakers
1770,FAW V2 steering and AC motor,Other Car Automakers
1771,K10B engine,Other Car Automakers
1772,What’s the city fuel consumption for kia picanto automatic and kia picanto manual,Other Car Automakers
1773,Kawasaki GTO Experienced People at Faisalabad,Bike Forums
1774,What are Self start bike garariyan?,Bike Forums
1775,Rx3 Owners Group,Bike Forums
1776,Road Prince Wego 150cc About Carburetor,Bike Forums
1777,Hi Speed Inifinity,Bike Forums
1778,Who has dealership of Zongshen RX1 in Islamabad/Rawalpindi,Bike Forums
1779,Is FAW V2 still worth Buying?,Other Car Automakers
1780,Honda c50 kick seized HELP,Bike Forums
1781,GS150 vibration issue in 2023 model,Bike Forums
1782,Honda CG Deluxe Fuel Tank leaking,Bike Forums
1783,Honda L13A Engine Swap in HA12 ALTO,Technical Forums
